metric_id,지표명,유형,month,value,status
stock_raw_material,원재료 재고금액,금액형,2026-06-22,217301359.0,OK
stock_raw_material,원재료 재고금액,금액형,2026-06-29,216845848.0,OK
stock_raw_material,원재료 재고금액,금액형,2026-07-06,215943745.0,OK
stock_raw_material,원재료 재고금액,금액형,2026-07-20,220822585.0,OK
stock_raw_material,원재료 재고금액,금액형,2026-07-27,217940061.0,OK
stock_raw_material,원재료 재고금액,금액형,2026-08-03,216745575.0,OK
stock_raw_material,원재료 재고금액,금액형,2026-08-10,220861483.0,OK
stock_raw_material,원재료 재고금액,금액형,2026-08-18,,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-05-27,457774.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-06-03,457170.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-06-08,455270.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-06-15,453601.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-06-22,452064.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-06-29,451100.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-07-06,447178.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-07-20,444427.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-07-27,440956.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-08-03,440650.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-08-10,445543.0,OK
weekly_shipment_qty,주간 출하 수량,카운트형,2026-08-18,,OK
